,Umur,Kanal_Penjualan
0,0.15384615384615385,0.9320987654320987
1,0.4307692307692308,0.1728395061728395
2,0.5846153846153846,0.7592592592592592
3,0.015384615384615385,0.9320987654320987
4,0.0,0.9814814814814814
5,0.07692307692307693,0.9320987654320987
6,0.7076923076923076,0.8888888888888888
7,0.16923076923076924,0.9320987654320987
8,0.06153846153846154,0.9320987654320987
9,0.03076923076923077,0.9320987654320987
10,0.49230769230769234,0.7592592592592592
11,0.09230769230769231,0.9320987654320987
12,0.4,0.18518518518518517
13,0.13846153846153847,0.9320987654320987
14,0.5846153846153846,0.15432098765432098
15,0.015384615384615385,0.9814814814814814
16,0.1076923076923077,0.9320987654320987
17,0.2153846153846154,0.95679012345679
18,0.36923076923076925,0.15432098765432098
19,0.4307692307692308,0.7469135802469136
20,0.1076923076923077,0.7469135802469136
21,0.046153846153846156,0.9320987654320987
22,0.23076923076923084,0.9814814814814814
23,0.5076923076923077,0.15432098765432098
24,0.7846153846153847,0.15432098765432098
25,0.4,0.7592592592592592
26,0.5692307692307692,0.15432098765432098
27,0.046153846153846156,0.9814814814814814
28,0.4307692307692308,0.7592592592592592
29,0.2923076923076924,0.7592592592592592
30,0.2615384615384615,0.15432098765432098
31,0.23076923076923084,0.7592592592592592
32,0.32307692307692304,0.15432098765432098
33,0.36923076923076925,0.14814814814814814
34,0.03076923076923077,0.9814814814814814
35,0.7846153846153847,0.7592592592592592
36,0.1076923076923077,0.95679012345679
37,0.5692307692307692,0.7592592592592592
38,0.3846153846153846,0.15432098765432098
39,0.2923076923076924,0.06172839506172839
40,0.27692307692307694,0.9320987654320987
41,0.13846153846153847,0.06172839506172839
42,0.4307692307692308,0.9814814814814814
43,0.32307692307692304,0.7592592592592592
44,0.49230769230769234,0.15432098765432098
45,0.7230769230769232,0.7469135802469136
46,0.46153846153846156,0.9629629629629629
47,0.7384615384615385,0.17901234567901234
48,0.3384615384615385,0.9320987654320987
49,0.8,0.15432098765432098
50,0.7538461538461538,0.7592592592592592
51,0.5692307692307692,0.7469135802469136
52,0.27692307692307694,0.037037037037037035
53,0.09230769230769231,0.95679012345679
54,0.6615384615384616,0.15432098765432098
55,0.24615384615384617,0.15432098765432098
56,0.46153846153846156,0.7592592592592592
57,0.2615384615384615,0.7592592592592592
58,0.03076923076923077,0.15432098765432098
59,0.2923076923076924,0.15432098765432098
60,0.8615384615384616,0.15432098765432098
61,0.3076923076923077,0.9320987654320987
62,0.5230769230769231,0.15432098765432098
63,0.6923076923076923,0.15432098765432098
64,0.3384615384615385,0.7592592592592592
65,0.15384615384615385,0.7592592592592592
66,0.12307692307692308,0.15432098765432098
67,0.3384615384615385,0.9444444444444444
68,0.19999999999999996,0.9320987654320987
69,0.5538461538461539,0.15432098765432098
70,0.3538461538461539,0.7592592592592592
71,0.5692307692307692,0.95679012345679
72,0.46153846153846156,0.9320987654320987
73,0.4461538461538461,0.15432098765432098
74,0.1076923076923077,0.9814814814814814
75,0.27692307692307694,0.7592592592592592
76,0.3384615384615385,0.9629629629629629
77,0.7230769230769232,0.7592592592592592
78,0.24615384615384617,0.9320987654320987
79,0.6000000000000001,0.7592592592592592
80,0.5076923076923077,0.13580246913580246
81,0.5846153846153846,0.08024691358024691
82,0.4,0.15432098765432098
83,0.676923076923077,0.7469135802469136
84,0.41538461538461546,0.09259259259259259
85,0.41538461538461546,0.7592592592592592
86,0.46153846153846156,0.15432098765432098
87,0.3538461538461539,0.9444444444444444
88,0.046153846153846156,0.15432098765432098
89,0.5384615384615385,0.7592592592592592
90,0.6153846153846154,0.7592592592592592
91,0.06153846153846154,0.9814814814814814
92,0.3076923076923077,0.9444444444444444
93,0.06153846153846154,0.9259259259259258
94,0.32307692307692304,0.018518518518518517
95,0.5230769230769231,0.7592592592592592
96,0.3538461538461539,0.15432098765432098
97,0.476923076923077,0.7592592592592592
98,0.3076923076923077,0.95679012345679
99,0.476923076923077,0.31481481481481477
100,0.07692307692307693,0.9259259259259258
